36.46,-116.86
33.83,-115.95
36.00,-114.46
36.72,-118.15
35.04,-115.40
44.63,-123.31
44.63,-123.31
44.63,-123.31
44.63,-123.31
44.63,-123.31
44.63,-123.31
44.63,-123.31
44.63,-123.31
34.25,-112.52
34.25,-112.52
41.64,-114968494.00
-2.34,9.61
-2.40,10.33
-1.90,9.85
-1.71,9.81
3.90,17.03
4.01,17.06
-1.90,23.45
-2.52,9.99
40.08,-79.97
9.09,-69.09
-7.77,-51.96
47.11,-122.56
47.43,-96.50
33.07,-105.71
35.98,-115.37
32.10,-110.88
43.00,101.00
44.00,99.00
43.00,107.00
49.66,-119.88
49.66,-119.88
46.88,-122.67
46.88,-122.67
41.66,-104.33
41.66,-104.33
41.66,-104.33
42.07,-122.46
42.07,-122.46
42.07,-122.46
38.63,-79.81
36.49,-121.18
50.71,-120.41
50.71,-120.41
4.19,114.04
48.88,16.45
48.88,16.45
48.88,16.45
52.48,-105.07
46.64,-71.12
46.64,-71.12
46.64,-71.12
6.02,116.32
-6.99,31.10
-26.13,31.13
-25.96,31.71
3.61,-53.20
-32.50,-60.00
43.93,-73.08
43.93,-73.08
48.67,20.56
40.87,-77.83
11.43,107.41
-14.66,-66.28
47.83,-123.67
47.83,-123.67
47.83,-123.67
44.38,-123.71
33.93,-111.59
32.40,-110.45
31.98,-109.14
36.98,-117.01
36.51,-117.17
43.26,-118.84
37.30,-88.96
-11.90,-71.36
-11.90,-71.36
-11.90,-71.36
-11.90,-71.36
-20.51,-41.00
38.04,-81.67
38.04,-81.67
38.04,-81.67
39.44,-87.23
49.09,-83.11
-7.77,-51.96
-13.13,-69.61
31.58,-110.34
39.40,-79.65
39.43,-79.66
39.40,-79.70
38.44,-112.62
49.11,-81.36
49.11,-81.36
45.07,-84.14
41.65,-104.65
-3.96,-73.41
31.93,-109.08
