ID,TAXON_ORDER,TAXON_ORDER_OUT,SCI_NAME,PRIMARY_COM_NAME,CATEGORY,AOU_IN,AOU_OUT,CBCSPCODE,SPORDER,FAMILY,GENUS,SPECIES,COMMON_NAME_IN,COMMON_NAME_OUT,CRC_SCI_NAME,CRC_COM_NAME,DIURNALLANDBIRD,eBird_Changes,NOTES,
6422,49340,49340,Atlapetes nationi,Rusty-bellied Brush-Finch,species,,,,Passeriformes,Emberizidae,Atlapetes,nationi,,,Atlapetes nationi,Rusty-bellied Brush-Finch,1,,,
6423,49350,49350,Atlapetes canigenis,Cuzco Brush-Finch,species,,,,Passeriformes,Emberizidae,Atlapetes,canigenis,,,,,1,,,
6424,49360,49360,Atlapetes terborghi,Vilcabamba Brush-Finch,species,,,,Passeriformes,Emberizidae,Atlapetes,terborghi,,,,,1,,,
6425,49370,49370,Atlapetes melanolaemus,Black-faced Brush-Finch,species,,,,Passeriformes,Emberizidae,Atlapetes,melanolaemus,,,,,1,,,
6426,49380,49380,Atlapetes rufinucha,Rufous-naped Brush-Finch,species,,,,Passeriformes,Emberizidae,Atlapetes,rufinucha,,,Atlapetes rufinucha,Rufous-naped Brush-Finch,1,,,
6427,49390,49390,Atlapetes fulviceps,Fulvous-headed Brush-Finch,species,,,,Passeriformes,Emberizidae,Atlapetes,fulviceps,,,Atlapetes fulviceps,Fulvous-headed Brush-Finch,1,,,
6428,49400,49400,Atlapetes citrinellus,Yellow-striped Brush-Finch,species,,,,Passeriformes,Emberizidae,Atlapetes,citrinellus,,,Atlapetes citrinellus,Yellow-striped Brush-Finch,1,,,
6429,49410,49410,Charitospiza eucosma,Coal-crested Finch,species,,,,Passeriformes,Emberizidae,Charitospiza,eucosma,,,,,1,,,
6430,49430,49430,Coryphaspiza melanotis,Black-masked Finch,species,,,,Passeriformes,Emberizidae,Coryphaspiza,melanotis,,,Coryphaspiza melanotis,Black-masked Finch,1,,,
6431,49440,49440,Coryphospingus pileatus,Pileated Finch,species,,,,Passeriformes,Emberizidae,Coryphospingus,pileatus,,,Coryphospingus pileatus,Pileated Finch,1,,,
6432,49450,49450,Coryphospingus cucullatus,Red-crested Finch,species,,,,Passeriformes,Emberizidae,Coryphospingus,cucullatus,,,Coryphospingus cucullatus,Red-crested Finch,1,,,
6433,49460,49460,Rhodospingus cruentus,Crimson-breasted Finch,species,,,,Passeriformes,Emberizidae,Rhodospingus,cruentus,,,Rhodospingus cruentus,Crimson-breasted Finch,1,,,
6434,49470,49470,Arremon taciturnus,Pectoral Sparrow,species,,,,Passeriformes,Emberizidae,Arremon,taciturnus,,,Arremon taciturnus,Pectoral Sparrow,1,,,
6435,49480,49480,Arremon semitorquatus,Half-collared Sparrow,species,,,,Passeriformes,Emberizidae,Arremon,semitorquatus,,,,,1,,,
6436,49490,49490,Arremon franciscanus,Sao Francisco Sparrow,species,,,,Passeriformes,Emberizidae,Arremon,franciscanus,,,Arremon franciscanus,San Francisco Sparrow,1,,,
6437,49500,49500,Arremon flavirostris,Saffron-billed Sparrow,species,,,,Passeriformes,Emberizidae,Arremon,flavirostris,,,Arremon flavirostris,Saffron-billed Sparrow,1,,,
6438,49510,49510,Arremon aurantiirostris,Orange-billed Sparrow,species,,,,Passeriformes,Emberizidae,Arremon,aurantiirostris,,,Arremon aurantiirostris,Orange-billed Sparrow,1,,,
6439,49520,49520,Arremon schlegeli,Golden-winged Sparrow,species,,,,Passeriformes,Emberizidae,Arremon,schlegeli,,,Arremon schlegeli,Golden-winged Sparrow,1,,,
6440,49530,49530,Arremon abeillei,Black-capped Sparrow,species,,,,Passeriformes,Emberizidae,Arremon,abeillei,,,Arremon abeillei,Black-capped Sparrow,1,,,
6441,49540,49540,Arremon crassirostris,Sooty-faced Finch,species,,,,Passeriformes,Emberizidae,Arremon,crassirostris,,,Lysurus crassirostris,Sooty-faced Finch,1,,,
6442,49550,49550,Arremon brunneinucha,Chestnut-capped Brush-Finch,species,,,,Passeriformes,Emberizidae,Arremon,brunneinucha,,,Buarremon brunneinucha,Chestnut-capped Brush-Finch,1,,,
6443,49560,49550,Arremon brunneinucha [brunneinucha Group],Chestnut-capped Brush-Finch (Chestnut-capped),subspecies,,,,Passeriformes,Emberizidae,Arremon,brunneinucha,,,,,1,,,
6444,49570,49550,Arremon brunneinucha apertus,Chestnut-capped Brush-Finch (Plain-breasted),subspecies,,,,Passeriformes,Emberizidae,Arremon,brunneinucha,,,,,1,,,
6445,49580,49580,Arremon virenticeps,Green-striped Brush-Finch,species,,,,Passeriformes,Emberizidae,Arremon,virenticeps,,,Buarremon virenticeps,Green-striped Brush-Finch,1,,,
6446,49583,49583,Arremon torquatus,Stripe-headed Brush-Finch,species,,,,Passeriformes,Emberizidae,Arremon,torquatus,,,Buarremon torquatus,Stripe-headed Brush-Finch,1,,,
6447,49586,49586,Arremon castaneiceps,Olive Finch,species,,,,Passeriformes,Emberizidae,Arremon,castaneiceps,,,Lysurus castaneiceps,Olive Finch,1,,,
6448,49590,49590,Arremonops rufivirgatus,Olive Sparrow,species,5860,5860,olispa,Passeriformes,Emberizidae,Arremonops,rufivirgatus,Olive Sparrow,Olive Sparrow,Arremonops rufivirgatus,Olive Sparrow,1,,,
6449,49590,49590,Arremonops rufivirgatus,Olive Sparrow,species,5860,5860,texspa,Passeriformes,Emberizidae,Arremonops,rufivirgatus,Texas Sparrow,Olive Sparrow,Arremonops rufivirgatus,Olive Sparrow,1,,,
6450,49600,49600,Arremonops tocuyensis,Tocuyo Sparrow,species,,,,Passeriformes,Emberizidae,Arremonops,tocuyensis,,,,,1,,,
6451,49610,49610,Arremonops chloronotus,Green-backed Sparrow,species,,,,Passeriformes,Emberizidae,Arremonops,chloronotus,,,Arremonops chloronotus,Green-backed Sparrow,1,,,
6452,49620,49620,Arremonops conirostris,Black-striped Sparrow,species,,,,Passeriformes,Emberizidae,Arremonops,conirostris,,,Arremonops conirostris,Black-striped Sparrow,1,,,
6453,49630,49630,Melozone kieneri,Rusty-crowned Ground-Sparrow,species,,,,Passeriformes,Emberizidae,Melozone,kieneri,,,Melozone kieneri,Rusty-crowned Ground-Sparrow,1,,,
6454,49640,49640,Melozone biarcuata,Prevost's Ground-Sparrow,species,,,,Passeriformes,Emberizidae,Melozone,biarcuata,,,Melozone biarcuata,Prevost's Ground-Sparrow,1,,,
6455,49650,49640,Melozone biarcuata bioarcuata/hartwegi,Prevost's Ground-Sparrow (Prevost's),subspecies,,,,Passeriformes,Emberizidae,Melozone,biarcuata,,,,,1,,,
6456,49660,49640,Melozone biarcuata cabanisi,Prevost's Ground-Sparrow (Cabanis's),subspecies,,,,Passeriformes,Emberizidae,Melozone,biarcuata,,,,,1,,,
6457,49670,49670,Melozone leucotis,White-eared Ground-Sparrow,species,,,,Passeriformes,Emberizidae,Melozone,leucotis,,,Melozone leucotis,White-eared Ground-Sparrow,1,,,
6458,49680,49680,Pipilo chlorurus,Green-tailed Towhee,species,5900,5900,gnttow,Passeriformes,Emberizidae,Pipilo,chlorurus,Green-tailed Towhee,Green-tailed Towhee,Pipilo chlorurus,Green-tailed Towhee,1,,,
6459,49690,49690,Pipilo ocai,Collared Towhee,species,,,,Passeriformes,Emberizidae,Pipilo,ocai,,,Pipilo ocai,Collared Towhee,1,,,
6460,49700,49700,Pipilo ocai x maculatus,Collared x Spotted Towhee (hybrid),hybrid,,,,Passeriformes,Emberizidae,Pipilo,,,,,,1,,,
6461,49710,49710,Pipilo maculatus,Spotted Towhee,species,5880,5880,arctow,Passeriformes,Emberizidae,Pipilo,maculatus,Arctic Towhee,Spotted Towhee,Pipilo maculatus,Spotted Towhee,1,,,
6462,49710,49710,Pipilo maculatus,Spotted Towhee,species,5880,5880,moutow,Passeriformes,Emberizidae,Pipilo,maculatus,Spotted Towhee,Spotted Towhee,Pipilo maculatus,Spotted Towhee,1,,,
6463,49710,49710,Pipilo maculatus,Spotted Towhee,species,5880,5880,nevtow,Passeriformes,Emberizidae,Pipilo,maculatus,Nevada Towhee,Spotted Towhee,Pipilo maculatus,Spotted Towhee,1,,,
6464,49710,49710,Pipilo maculatus,Spotted Towhee,species,5880,5880,sactow,Passeriformes,Emberizidae,Pipilo,maculatus,Sacramento Towhee,Spotted Towhee,Pipilo maculatus,Spotted Towhee,1,,,
6465,49710,49710,Pipilo maculatus,Spotted Towhee,species,5880,5880,sadtow,Passeriformes,Emberizidae,Pipilo,maculatus,San Diego Towhee,Spotted Towhee,Pipilo maculatus,Spotted Towhee,1,,,
6466,49710,49710,Pipilo maculatus,Spotted Towhee,species,5880,5880,saftow,Passeriformes,Emberizidae,Pipilo,maculatus,San Francisco Towhee,Spotted Towhee,Pipilo maculatus,Spotted Towhee,1,,,
6467,49710,49710,Pipilo maculatus,Spotted Towhee,species,5880,5880,sastow,Passeriformes,Emberizidae,Pipilo,maculatus,Sacramento Spotted Towhee,Spotted Towhee,Pipilo maculatus,Spotted Towhee,1,,,
6468,49710,49710,Pipilo maculatus,Spotted Towhee,species,5880,5880,sdstow,Passeriformes,Emberizidae,Pipilo,maculatus,San Diego Spotted Towhee,Spotted Towhee,Pipilo maculatus,Spotted Towhee,1,,,
6469,49710,49710,Pipilo maculatus,Spotted Towhee,species,5880,5880,sfstow,Passeriformes,Emberizidae,Pipilo,maculatus,San Francisco Spotted Towhee,Spotted Towhee,Pipilo maculatus,Spotted Towhee,1,,,
6470,49710,49710,Pipilo maculatus,Spotted Towhee,species,5880,5880,spotow,Passeriformes,Emberizidae,Pipilo,maculatus,Spotted Towhee,Spotted Towhee,Pipilo maculatus,Spotted Towhee,1,,,
6471,49710,49710,Pipilo maculatus,Spotted Towhee,species,5880,5880,sputow,Passeriformes,Emberizidae,Pipilo,maculatus,Spurred Towhee,Spotted Towhee,Pipilo maculatus,Spotted Towhee,1,,,
6472,49710,49710,Pipilo maculatus,Spotted Towhee,species,,,y00052,Passeriformes,Emberizidae,Pipilo,maculatus,Arctic Towhee/Spurred Towhee,Spotted Towhee,Pipilo maculatus,Spotted Towhee,1,,,
6473,49720,49710,Pipilo maculatus [oregonus Group],Spotted Towhee (Pacific),subspecies,,,,Passeriformes,Emberizidae,Pipilo,maculatus,,,,,1,,,
6474,49730,49710,Pipilo maculatus [montanus Group],Spotted Towhee (Rocky Mts.),subspecies,,,,Passeriformes,Emberizidae,Pipilo,maculatus,,,,,1,,,
6475,49740,49710,Pipilo maculatus macronyx,Spotted Towhee (Olive-backed),subspecies,,,,Passeriformes,Emberizidae,Pipilo,maculatus,,,,,1,,,
6476,49750,49710,Pipilo maculatus socorroensis,Spotted Towhee (Socorro),subspecies,,,,Passeriformes,Emberizidae,Pipilo,maculatus,,,,,1,,,
6477,49760,49760,Pipilo maculatus x erythrophthalmus,Spotted x Eastern Towhee (hybrid),hybrid,,,,Passeriformes,Emberizidae,Pipilo,,,,,,1,,,
6478,49770,49770,Pipilo erythrophthalmus,Eastern Towhee,species,5870,5870,alatow,Passeriformes,Emberizidae,Pipilo,erythrophthalmus,Alabama Towhee,Eastern Towhee,Pipilo erythrophthalmus,Eastern Towhee,1,,,
6479,49770,49770,Pipilo erythrophthalmus,Eastern Towhee,species,5870,5870,eastow,Passeriformes,Emberizidae,Pipilo,erythrophthalmus,Eastern Towhee,Eastern Towhee,Pipilo erythrophthalmus,Eastern Towhee,1,,,
6480,49770,49770,Pipilo erythrophthalmus,Eastern Towhee,species,5870,5870,erstow,Passeriformes,Emberizidae,Pipilo,erythrophthalmus,Eastern Rufous-sided Towhee,Eastern Towhee,Pipilo erythrophthalmus,Eastern Towhee,1,,,
6481,49770,49770,Pipilo erythrophthalmus,Eastern Towhee,species,,,y00032,Passeriformes,Emberizidae,Pipilo,erythrophthalmus,Alabama Towhee/Red-eyed Towhee,,Pipilo erythrophthalmus,Eastern Towhee,1,,,
6482,49770,49770,Pipilo erythrophthalmus,Eastern Towhee,species,,,y00154,Passeriformes,Emberizidae,Pipilo,erythrophthalmus,Red-eyed Towhee/White-eyed Towhee,,Pipilo erythrophthalmus,Eastern Towhee,1,,,
6483,49770,49770,Pipilo erythrophthalmus,Eastern Towhee,species,,,chewin,Passeriformes,Emberizidae,Pipilo,erythrophthalmus,Chewink,,Pipilo erythrophthalmus,Eastern Towhee,1,,,
6484,49780,49770,Pipilo erythrophthalmus erythrophthalmus/canaster,Eastern Towhee (Red-eyed),subspecies,5870,5870,reetow,Passeriformes,Emberizidae,Pipilo,erythrophthalmus,Red-eyed Towhee,Eastern Towhee,Pipilo erythrophthalmus,Eastern Towhee,1,,,
6485,49790,49770,Pipilo erythrophthalmus rileyi/alleni,Eastern Towhee (White-eyed),subspecies,5870,5870,whetow,Passeriformes,Emberizidae,Pipilo,erythrophthalmus,White-eyed Towhee,Eastern Towhee,Pipilo erythrophthalmus,Eastern Towhee,1,,,
6486,49795,49795,Pipilo maculatus/erythrophthalmus,Spotted/Eastern Towhee,slash,,,y00165,Passeriformes,Emberizidae,Pipilo,maculatus/erythrophthalmus,Eastern Towhee/Spotted Towhee,Eastern Towhee/Spotted Towhee,Pipilo maculatus/erythrophthalmus,Spotted/Eastern Towhee,1,,,
6487,49795,49795,Pipilo maculatus/erythrophthalmus,Spotted/Eastern Towhee,slash,,,rustow,Passeriformes,Emberizidae,Pipilo,maculatus/erythrophthalmus,Rufous-sided Towhee,Eastern/Spotted Towhee,Pipilo maculatus/erythrophthalmus,Spotted/Eastern Towhee,1,,,
6488,49800,49800,Pipilo albicollis,White-throated Towhee,species,,,,Passeriformes,Emberizidae,Pipilo,albicollis,,,Pipilo albicollis,White-throated Towhee,1,,,
6489,49810,49810,Pipilo fuscus,Canyon Towhee,species,5910,5910,cantow,Passeriformes,Emberizidae,Pipilo,fuscus,Canyon Towhee,Canyon Towhee,Pipilo fuscus,Canyon Towhee,1,,,
6490,49820,49820,Pipilo crissalis,California Towhee,species,5911,5911,anbtow,Passeriformes,Emberizidae,Pipilo,crissalis,Anthony's Brown Towhee,California Towhee,Pipilo crissalis,California Towhee,1,,,
6491,49820,49820,Pipilo crissalis,California Towhee,species,5911,5911,anttow,Passeriformes,Emberizidae,Pipilo,crissalis,Anthony's Towhee,California Towhee,Pipilo crissalis,California Towhee,1,,,
6492,49820,49820,Pipilo crissalis,California Towhee,species,5911,5911,cabtow,Passeriformes,Emberizidae,Pipilo,crissalis,California Brown Towhee,California Towhee,Pipilo crissalis,California Towhee,1,,,
6493,49820,49820,Pipilo crissalis,California Towhee,species,5911,5911,caltow,Passeriformes,Emberizidae,Pipilo,crissalis,California Towhee,California Towhee,Pipilo crissalis,California Towhee,1,,,
6494,49820,49820,Pipilo crissalis,California Towhee,species,5911,5911,oretow,Passeriformes,Emberizidae,Pipilo,crissalis,Oregon Towhee,California Towhee,Pipilo crissalis,California Towhee,1,,,
6495,49820,49820,Pipilo crissalis,California Towhee,species,5911,5911,sabtow,Passeriformes,Emberizidae,Pipilo,crissalis,Sacramento Brown Towhee,California Towhee,Pipilo crissalis,California Towhee,1,,,
6496,49820,49820,Pipilo crissalis,California Towhee,species,5911,5911,sfbtow,Passeriformes,Emberizidae,Pipilo,crissalis,California Towhee,California Towhee,Pipilo crissalis,California Towhee,1,,,
6497,49820.99,49820.99,Pipilo crissalis/fuscus,California Towhee/Canyon Towhee,slash,,,y00166,Passeriformes,Emberizidae,Pipilo,crissalis/fuscus,California Towhee/Canyon Towhee,California Towhee/Canyon Towhee,Pipilo crissalis/fuscus,California Towhee/Canyon Towhee,1,,,
6498,49820.99,49820.99,Pipilo crissalis/fuscus,California Towhee/Canyon Towhee,slash,,,brntow,Passeriformes,Emberizidae,Pipilo,,Brown Towhee,,Pipilo crissalis/fuscus,California Towhee/Canyon Towhee,1,,,
6499,49830,49830,Pipilo aberti,Abert's Towhee,species,5920,5920,abetow,Passeriformes,Emberizidae,Pipilo,aberti,Abert's Towhee,Abert's Towhee,Pipilo aberti,Abert's Towhee,1,,,
6500,49840,49840,Pipilo fuscus/aberti,Canyon/Abert's Towhee,slash,,,,Passeriformes,Emberizidae,Pipilo,fuscus/aberti,,,,,1,,,
6501,49845,49845,Pipilo sp.,towhee sp.,spuh,5871,5871,towhee,Passeriformes,Emberizidae,Pipilo,,towhee sp.,unid. Towhee,Pipilo spuh,unid. Towhee,1,,,
6502,49850,49850,Aimophila ruficauda,Stripe-headed Sparrow,species,,,,Passeriformes,Emberizidae,Aimophila,ruficauda,,,Aimophila ruficauda,Stripe-headed Sparrow,1,,,
6503,49860,49860,Aimophila humeralis,Black-chested Sparrow,species,,,,Passeriformes,Emberizidae,Aimophila,humeralis,,,Aimophila humeralis,Black-chested Sparrow,1,,,
6504,49870,49870,Aimophila mystacalis,Bridled Sparrow,species,,,,Passeriformes,Emberizidae,Aimophila,mystacalis,,,Aimophila mystacalis,Bridled Sparrow,1,,,
6505,49880,49880,Aimophila sumichrasti,Cinnamon-tailed Sparrow,species,,,,Passeriformes,Emberizidae,Aimophila,sumichrasti,,,Aimophila sumichrasti,Cinnamon-tailed Sparrow,1,,,
6506,49890,49890,Aimophila stolzmanni,Tumbes Sparrow,species,,,,Passeriformes,Emberizidae,Aimophila,stolzmanni,,,Aimophila stolzmanni,Tumbes Sparrow,1,,,
6507,49900,49900,Aimophila strigiceps,Stripe-capped Sparrow,species,,,,Passeriformes,Emberizidae,Aimophila,strigiceps,,,Aimophila strigiceps,Stripe-capped Sparrow,1,,,
6508,49910,49910,Aimophila carpalis,Rufous-winged Sparrow,species,5790,5790,ruwspa,Passeriformes,Emberizidae,Aimophila,carpalis,Rufous-winged Sparrow,Rufous-winged Sparrow,Aimophila carpalis,Rufous-winged Sparrow,1,,,
6509,49920,49920,Aimophila cassinii,Cassin's Sparrow,species,5780,5780,casspa,Passeriformes,Emberizidae,Aimophila,cassinii,Cassin's Sparrow,Cassin's Sparrow,Aimophila cassinii,Cassin's Sparrow,1,,,
6510,49930,49930,Aimophila aestivalis,Bachman's Sparrow,species,5750,5750,bacspa,Passeriformes,Emberizidae,Aimophila,aestivalis,Bachman's Sparrow,Bachman's Sparrow,Aimophila aestivalis,Bachman's Sparrow,1,,,
6511,49930,49930,Aimophila aestivalis,Bachman's Sparrow,species,5750,5750,piwspa,Passeriformes,Emberizidae,Aimophila,aestivalis,Pine-woods Sparrow,Bachman's Sparrow,Aimophila aestivalis,Bachman's Sparrow,1,,,
6512,49940,49940,Aimophila botterii,Botteri's Sparrow,species,5760,5760,botspa,Passeriformes,Emberizidae,Aimophila,botterii,Botteri's Sparrow,Botteri's Sparrow,Aimophila botterii,Botteri's Sparrow,1,,,
6513,49950,49950,Aimophila ruficeps,Rufous-crowned Sparrow,species,5800,5800,arcspa,Passeriformes,Emberizidae,Aimophila,ruficeps,Ashy Rufous-crowned Sparrow,Rufous-crowned Sparrow,Aimophila ruficeps,Rufous-crowned Sparrow,1,,,
6514,49950,49950,Aimophila ruficeps,Rufous-crowned Sparrow,species,5800,5800,rocspa,Passeriformes,Emberizidae,Aimophila,ruficeps,Rock Sparrow,Rufous-crowned Sparrow,Aimophila ruficeps,Rufous-crowned Sparrow,1,,,
6515,49950,49950,Aimophila ruficeps,Rufous-crowned Sparrow,species,5800,5800,rucspa,Passeriformes,Emberizidae,Aimophila,ruficeps,Rufous-crowned Sparrow,Rufous-crowned Sparrow,Aimophila ruficeps,Rufous-crowned Sparrow,1,,,
6516,49950,49950,Aimophila ruficeps,Rufous-crowned Sparrow,species,5800,5800,scospa,Passeriformes,Emberizidae,Aimophila,ruficeps,Scott's Sparrow,Rufous-crowned Sparrow,Aimophila ruficeps,Rufous-crowned Sparrow,1,,,
6517,49960,49960,Aimophila rufescens,Rusty Sparrow,species,,,,Passeriformes,Emberizidae,Aimophila,rufescens,,,Aimophila rufescens,Rusty Sparrow,1,,,
6518,49970,49970,Aimophila notosticta,Oaxaca Sparrow,species,,,,Passeriformes,Emberizidae,Aimophila,notosticta,,,Aimophila notosticta,Oaxaca Sparrow,1,,,
6519,49980,49980,Aimophila quinquestriata,Five-striped Sparrow,species,5742,5742,fisspa,Passeriformes,Emberizidae,Aimophila,quinquestriata,Five-striped Sparrow,Five-striped Sparrow,Aimophila quinquestriata,Five-striped Sparrow,1,,,
6520,49980.99,49980.99,Aimophila sp.,Aimophila sp.,spuh,,,aimoph,Passeriformes,Emberizidae,Aimophila,,Aimophila sp.,unid. Aimophila,Aimophila spuh,unid. Aimophila,1,,,
6521,49990,49990,Oriturus superciliosus,Striped Sparrow,species,,,,Passeriformes,Emberizidae,Oriturus,superciliosus,,,Oriturus superciliosus,Striped Sparrow,1,,,
6522,50000,50000,Torreornis inexpectata,Zapata Sparrow,species,,,,Passeriformes,Emberizidae,Torreornis,inexpectata,,,Torreornis inexpectata,Zapata Sparrow,1,,,
6523,50010,50010,Spizella arborea,American Tree Sparrow,species,5590,5590,amtspa,Passeriformes,Emberizidae,Spizella,arborea,American Tree Sparrow,American Tree Sparrow,Spizella arborea,American Tree Sparrow,1,,,
6524,50010,50010,Spizella arborea,American Tree Sparrow,species,5590,5590,eatspa,Passeriformes,Emberizidae,Spizella,arborea,Eastern Tree Sparrow,American Tree Sparrow,Spizella arborea,American Tree Sparrow,1,,,
6525,50010,50010,Spizella arborea,American Tree Sparrow,species,5590,5590,trespa,Passeriformes,Emberizidae,Spizella,arborea,Tree Sparrow,American Tree Sparrow,Spizella arborea,American Tree Sparrow,1,,,
6526,50010,50010,Spizella arborea,American Tree Sparrow,species,5590,5590,wetspa,Passeriformes,Emberizidae,Spizella,arborea,Western Tree Sparrow,American Tree Sparrow,Spizella arborea,American Tree Sparrow,1,,,
6527,50020,50020,Spizella passerina,Chipping Sparrow,species,5600,5600,chispa,Passeriformes,Emberizidae,Spizella,passerina,Chipping Sparrow,Chipping Sparrow,Spizella passerina,Chipping Sparrow,1,,,
6528,50020,50020,Spizella passerina,Chipping Sparrow,species,5600,5600,eacspa,Passeriformes,Emberizidae,Spizella,passerina,Eastern Chipping Sparrow,Chipping Sparrow,Spizella passerina,Chipping Sparrow,1,,,
6529,50020,50020,Spizella passerina,Chipping Sparrow,species,5600,5600,wecspa,Passeriformes,Emberizidae,Spizella,passerina,Western Chipping Sparrow,Chipping Sparrow,Spizella passerina,Chipping Sparrow,1,,,
6530,50025,50025,Spizella passerina x pallida,Chipping x Clay-colored Sparrow (hybrid),hybrid,,,,Passeriformes,Emberizidae,Spizella,,,,,,1,,,
6531,50030,50030,Spizella pallida,Clay-colored Sparrow,species,5610,5610,clcspa,Passeriformes,Emberizidae,Spizella,pallida,Clay-colored Sparrow,Clay-colored Sparrow,Spizella pallida,Clay-colored Sparrow,1,,,
6532,50033,50033,Spizella pallida x breweri,Clay-colored x Brewer's Sparrow (hybrid),hybrid,,,,Passeriformes,Emberizidae,Spizella,,,,,,1,,,
6533,50036,50036,Spizella pallida x pusilla,Clay-colored x Field Sparrow (hybrid),hybrid,,,,Passeriformes,Emberizidae,Spizella,,,,,,1,,,
6534,50040,50040,Spizella breweri,Brewer's Sparrow,species,5620,5620,brespa,Passeriformes,Emberizidae,Spizella,breweri,Brewer's Sparrow,Brewer's Sparrow,Spizella breweri,Brewer's Sparrow,1,,,
6535,50050,50040,Spizella breweri breweri,Brewer's Sparrow (breweri),subspecies,,,,Passeriformes,Emberizidae,Spizella,breweri,,,,,1,,,
6536,50060,50040,Spizella breweri taverneri,Brewer's Sparrow (Timberline),subspecies,,,,Passeriformes,Emberizidae,Spizella,breweri,,,,,1,,,
6537,50065,50065,Spizella breweri x atrogularis,Brewer's x Black-chinned Sparrow (hybrid),hybrid,,,,Passeriformes,Emberizidae,Spizella,,,,,,1,,,
6538,50070,50070,Spizella pusilla,Field Sparrow,species,5630,5630,efispa,Passeriformes,Emberizidae,Spizella,pusilla,Eastern Field Sparrow,Field Sparrow,Spizella pusilla,Field Sparrow,1,,,
6539,50070,50070,Spizella pusilla,Field Sparrow,species,5630,5630,fiespa,Passeriformes,Emberizidae,Spizella,pusilla,Field Sparrow,Field Sparrow,Spizella pusilla,Field Sparrow,1,,,
6540,50070.99,50070.99,Spizella passerina/pusilla,Chipping Sparrow/Field Sparrow,species,,,y00081,Passeriformes,Emberizidae,Spizella,,Chipping Sparrow/Field Sparrow,,Spizella passerina/pusilla,Chipping Sparrow/Field Sparrow,1,,,
6541,50080,50080,Spizella wortheni,Worthen's Sparrow,species,5640,5640,worspa,Passeriformes,Emberizidae,Spizella,wortheni,Worthen's Sparrow,Worthen's Sparrow,Spizella wortheni,Worthen's Sparrow,1,,,
6542,50090,50090,Spizella atrogularis,Black-chinned Sparrow,species,5650,5650,bkcspa,Passeriformes,Emberizidae,Spizella,atrogularis,Black-chinned Sparrow,Black-chinned Sparrow,Spizella atrogularis,Black-chinned Sparrow,1,,,
6543,50100,50100,Spizella sp.,Spizella sp.,spuh,,,spizel,Passeriformes,Emberizidae,Spizella,,Spizella sp.,,Spizella spuh,unid. Spizella,1,,,
6544,50110,50110,Pooecetes gramineus,Vesper Sparrow,species,5400,5400,eavspa,Passeriformes,Emberizidae,Pooecetes,gramineus,Eastern Vesper Sparrow,Vesper Sparrow,Pooecetes gramineus,Vesper Sparrow,1,,,
6545,50110,50110,Pooecetes gramineus,Vesper Sparrow,species,5400,5400,grafin,Passeriformes,Emberizidae,Pooecetes,gramineus,Grass Finch,Vesper Sparrow,Pooecetes gramineus,Vesper Sparrow,1,,,
6546,50110,50110,Pooecetes gramineus,Vesper Sparrow,species,5400,5400,orvspa,Passeriformes,Emberizidae,Pooecetes,gramineus,Oregon Vesper Sparrow,Vesper Sparrow,Pooecetes gramineus,Vesper Sparrow,1,,,
6547,50110,50110,Pooecetes gramineus,Vesper Sparrow,species,5400,5400,vesspa,Passeriformes,Emberizidae,Pooecetes,gramineus,Vesper Sparrow,Vesper Sparrow,Pooecetes gramineus,Vesper Sparrow,1,,,
6548,50110,50110,Pooecetes gramineus,Vesper Sparrow,species,5400,5400,wevspa,Passeriformes,Emberizidae,Pooecetes,gramineus,Western Vesper Sparrow,Vesper Sparrow,Pooecetes gramineus,Vesper Sparrow,1,,,
6549,50120,50120,Chondestes grammacus,Lark Sparrow,species,5520,5520,larspa,Passeriformes,Emberizidae,Chondestes,grammacus,Lark Sparrow,Lark Sparrow,Chondestes grammacus,Lark Sparrow,1,,,
6550,50120,50120,Chondestes grammacus,Lark Sparrow,species,5520,5520,welspa,Passeriformes,Emberizidae,Chondestes,grammacus,Western Lark Sparrow,Lark Sparrow,Chondestes grammacus,Lark Sparrow,1,,,
6551,50130,50130,Amphispiza bilineata,Black-throated Sparrow,species,5730,5730,bktspa,Passeriformes,Emberizidae,Amphispiza,bilineata,Black-throated Sparrow,Black-throated Sparrow,Amphispiza bilineata,Black-throated Sparrow,1,,,
6552,50130,50130,Amphispiza bilineata,Black-throated Sparrow,species,5730,5730,dbtspa,Passeriformes,Emberizidae,Amphispiza,bilineata,Black-throated Sparrow,Black-throated Sparrow,Amphispiza bilineata,Black-throated Sparrow,1,,,
6553,50130,50130,Amphispiza bilineata,Black-throated Sparrow,species,5730,5730,dstspa,Passeriformes,Emberizidae,Amphispiza,bilineata,Desert Sparrow,Black-throated Sparrow,Amphispiza bilineata,Black-throated Sparrow,1,,,
6554,50140,50140,Amphispiza belli,Sage Sparrow,species,5740,5740,nsaspa,Passeriformes,Emberizidae,Amphispiza,belli,Sage Sparrow,Sage Sparrow,Amphispiza belli,Sage Sparrow,1,,,
6555,50140,50140,Amphispiza belli,Sage Sparrow,species,5740,5740,sagspa,Passeriformes,Emberizidae,Amphispiza,belli,Sage Sparrow,Sage Sparrow,Amphispiza belli,Sage Sparrow,1,,,
