L105249,109,12790.000,88
L105249,109,13040.000,2
L105249,109,13210.000,454
L105249,109,23760.000,10
L105249,109,23940.000,48
L105249,109,23970.000,5
L105249,109,24070.000,17
L105249,109,24080.000,1
L105249,109,24500.000,22
L105249,109,24740.000,8
L105249,109,34040.000,14
L105249,109,35490.000,1
L105249,109,37160.000,6
L105249,109,37940.000,229
L105249,109,38440.000,675
L105249,109,39330.000,69
L105249,109,39480.000,74
L105249,109,39570.000,2
L105249,109,39580.000,23
L105249,109,39630.000,27
L105249,109,39660.000,1
L105249,109,40130.000,43
L105249,109,40320.000,4
L105249,109,40450.000,1
L105249,109,40860.000,6
L105249,109,40870.000,36
L105249,109,41520.000,246
L105249,109,41860.000,2
L105249,109,42380.000,782
L105249,109,42600.000,112
L105249,109,42750.000,9
L105249,109,43010.000,843
L105249,109,43360.000,902
L105249,109,43820.000,41
L105249,109,44040.000,23
L105249,109,49770.000,29
L105249,109,50020.000,400
L105249,109,50070.000,105
L105249,109,50110.000,1
L105249,109,50200.000,2
L105249,109,50500.000,113
L105249,109,50520.000,106
L105249,109,50540.000,120
L105249,109,50580.000,3
L105249,109,50690.000,74
L105249,109,51220.000,127
L105249,109,51520.000,170
L105249,109,51650.000,167
L105249,109,51760.000,38
L105249,109,51770.000,454
L105249,109,51780.000,119
L105249,109,52120.000,78
L105249,109,52763.000,235
L105249,109,53230.000,4
L105249,109,53270.000,117
L105249,109,53710.000,70
L105249,109,54150.000,42
L105252,109,3490.000,3
L105252,109,12790.000,167
L105252,109,13040.000,84
L105252,109,13210.000,105
L105252,109,16010.000,1
L105252,109,23760.000,1
L105252,109,23940.000,26
L105252,109,23970.000,3
L105252,109,24070.000,24
L105252,109,24080.000,4
L105252,109,24500.000,45
L105252,109,24740.000,19
L105252,109,34040.000,3
L105252,109,37940.000,78
L105252,109,38440.000,235
L105252,109,39330.000,26
L105252,109,39480.000,42
L105252,109,39580.000,13
L105252,109,39660.000,4
L105252,109,40130.000,23
L105252,109,40320.000,2
L105252,109,40450.000,4
L105252,109,40860.000,26
L105252,109,40870.000,3
L105252,109,41520.000,66
L105252,109,41860.000,11
