#This data is provided for replicating the analyses in White et al. 2012.
#If the Gentry data is needed for other reasons, it should be acquired from the William L. Brown Center Alwyn H. Gentry Forest Transect Data Set website (http://www.wlbcenter.org/gentry_data.htm).
1,,840,2
1,,1282,4
1,,1974,1
1,,2690,11
1,,7034,3
1,,7036,4
1,,7038,15
1,,7047,6
1,,7050,7
2,,1282,1
2,,1974,8
2,,2690,3
2,,7034,1
2,,7038,9
2,,7047,1
2,,7050,12
2,,7380,6
3,,31,3
3,,34,2
3,,37,44
3,,38,2
3,,1284,1
3,,1287,1
3,,4415,75
3,,4464,3
3,,6915,2
3,,7045,1
3,,7048,17
3,,8866,1
4,,860,1
4,,1100,1
4,,1104,1
4,,1711,4
4,,1986,12
4,,3383,5
4,,4478,1
4,,5025,9
4,,6075,4
4,,6571,3
4,,6593,55
4,,6651,4
4,,6830,7
4,,6926,7
4,,7001,1
4,,7171,38
4,,7295,5
4,,7368,2
4,,8093,8
4,,8213,1
4,,8308,1
4,,8359,1
4,,8361,9
4,,8478,17
4,,8522,7
4,,8524,4
4,,9140,3
4,,9147,1
5,,34,1
5,,705,6
5,,709,19
5,,1290,38
5,,1294,37
5,,4450,20
5,,4457,2
5,,4459,5
5,,4660,12
5,,4816,12
5,,5277,1
5,,5337,5
5,,6839,6
5,,6916,1
5,,7040,1
5,,7452,2
5,,8866,2
5,,8917,1
5,,9150,21
6,,1290,2
6,,1294,17
6,,1379,3
6,,1981,1
6,,2686,2
6,,2687,1
6,,3164,4
6,,4445,1
6,,4450,18
6,,4457,9
6,,4459,4
6,,4660,5
6,,4698,1
6,,4816,18
6,,5111,10
6,,5337,22
6,,6839,1
6,,6914,1
6,,6916,9
6,,6942,2
6,,7040,2
6,,7350,2
6,,7351,2
6,,7375,4
6,,7378,5
6,,8529,1
6,,8742,3
6,,8866,1
6,,9145,2
6,,9150,13
7,,30,3
7,,37,99
7,,217,2
7,,1290,1
7,,1294,4
7,,2686,4
7,,2750,1
7,,3794,2
7,,4417,2
7,,4439,3
7,,4461,6
7,,4464,3
7,,4815,2
7,,4816,3
7,,4822,3
7,,4828,2
7,,5142,1
7,,6915,7
